,IFA,dom_habitat,decade,X1,X2,count,percent,grp_count,grp_percent,ACBR_Name,ecogroup
279,20975,8,199,0.43158273,0.070360332,2,2,7,7,North Victoria Land,hab8_asm7
280,21022,8,198,0.397843999,0.191129984,3,3,7,7,North Victoria Land,hab8_asm7
281,21033,8,198,0.341440866,0.180386116,3,3,7,7,North Victoria Land,hab8_asm7
282,21072,8,199,0.212490931,0.1412971,2,2,7,7,North Victoria Land,hab8_asm7
283,21245,7,198,0.384585083,0.168067902,3,3,7,7,North Victoria Land,hab7_asm7
284,21245,7,199,0.313734004,0.01028423,2,2,7,7,North Victoria Land,hab7_asm7
285,2130,3,196,0.176832961,-0.102996358,1,12;13;16;26,5,5;2,North-west Antarctic Peninsula,hab3_asm5
286,21332,7,199,0.283907569,0.1187352,2,2,7,7,North Victoria Land,hab7_asm7
287,21462,7,199,0.401965998,0.116722627,2,2,7,7,North Victoria Land,hab7_asm7
288,21462,7,198,0.472010322,0.140040477,3,3,7,7,North Victoria Land,hab7_asm7
289,21462,7,196,-0.285812495,0.033886851,4,4,NA,,North Victoria Land,hab7_asmNA
290,21475,8,198,0.273060055,0.246737293,3,3,7,7,North Victoria Land,hab8_asm7
291,2153,3,200,0.15112588,-0.311266382,6,6,4,4,North-west Antarctic Peninsula,hab3_asm4
292,2153,3,196,0.408742492,-0.108280803,1,11,5,5,North-west Antarctic Peninsula,hab3_asm5
293,2154,3,198,0.008619849,0.025851665,1,16,5,6,North-east Antarctic Peninsula,hab3_asm5
294,21615,7,196,-0.334920188,-0.229824265,2,15,3,7,North Victoria Land,hab7_asm3
295,21615,7,199,0.283184298,-0.205402904,2,2,7,7,North Victoria Land,hab7_asm7
296,21615,7,198,0.012911007,0.114829157,14,14,1,1,North Victoria Land,hab7_asm1
297,21615,7,200,0.193160694,0.261786346,2,10,7,,North Victoria Land,hab7_asm7
298,21705,7,198,0.459004445,0.2017144,3,3,7,7,North Victoria Land,hab7_asm7
299,21705,7,200,0.162423909,0.494252968,2,2,7,7,North Victoria Land,hab7_asm7
300,21705,7,199,0.341565287,0.057557145,2,2,7,7,North Victoria Land,hab7_asm7
301,21709,2,200,-0.481015995,0.015677749,3,3,3,3,North Victoria Land,hab2_asm3
302,2171,3,199,0.011180665,0.18871133,1;2,2,NA,7,North-east Antarctic Peninsula,hab3_asmNA
303,21830,8,196,-0.436429631,0.021287393,4,4,NA,,North Victoria Land,hab8_asmNA
304,21830,8,200,0.255258909,0.516856841,2,2,7,7,North Victoria Land,hab8_asm7
305,21924,7,196,-0.31082929,-0.005229605,2;4,4,3,,North Victoria Land,hab7_asm3
306,21924,7,200,0.182207167,0.316053609,2,2,7,7,North Victoria Land,hab7_asm7
307,21997,7,200,0.264816838,0.481025871,2,2,7,7,North Victoria Land,hab7_asm7
308,21999,8,196,-0.286362857,-0.152624486,4,4,NA,,North Victoria Land,hab8_asmNA
309,22310,7,196,-0.125898685,-0.133016956,15,15,7,7,North Victoria Land,hab7_asm7
310,2254,3,196,0.226846901,0.134981652,1,12;27,5,,North-west Antarctic Peninsula,hab3_asm5
311,2270,3,199,0.152162779,0.109762719,2,2,7,7,North-east Antarctic Peninsula,hab3_asm7
312,23079,2,198,0.237233194,0.132214101,3,3,7,7,North Victoria Land,hab2_asm7
313,232,1,198,-0.099219167,-0.099137285,9,9,NA,,Dronning Maud Land,hab1_asmNA
314,234,6,198,-0.082501936,-0.104560143,9,9,NA,,Dronning Maud Land,hab6_asmNA
315,23428,7,200,-0.135933737,0.136504257,3,14,3,,North Victoria Land,hab7_asm3
316,23428,7,196,-0.380290048,-0.141528787,4,4,NA,,North Victoria Land,hab7_asmNA
317,2372,3,198,0.200248807,-0.029573259,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
318,2400,3,198,-0.22374628,-0.330946884,2,9,4,,North-west Antarctic Peninsula,hab3_asm4
319,2436,3,198,0.110102736,-0.140625727,1,9,5,,North-east Antarctic Peninsula,hab3_asm5
320,24550,8,198,0.259988022,-0.181376885,3,9,7,,North Victoria Land,hab8_asm7
321,2465,3,198,0.170127416,-0.040869475,1;3,1;3,NA,5;7,North-east Antarctic Peninsula,hab3_asmNA
322,2514,3,198,0.011388953,-0.106574992,1,9,5,,North-east Antarctic Peninsula,hab3_asm5
323,2560,3,196,0.288567481,-0.074424807,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
324,2560,3,199,-0.273156992,0.056879789,5;10,10,NA,6,North-west Antarctic Peninsula,hab3_asmNA
325,2560,3,197,-0.363055339,-0.034986973,1,8,5,1,North-west Antarctic Peninsula,hab3_asm5
326,2574,3,201,-0.00547675,0.108070496,NA,NA,NA,,North-west Antarctic Peninsula,hab3_asmNA
327,2574,3,198,-0.279233578,-0.117327721,2;7,7,NA,1,North-west Antarctic Peninsula,hab3_asmNA
328,2574,3,200,0.180969436,-0.377812772,1,6,5,4,North-west Antarctic Peninsula,hab3_asm5
329,2575,3,196,0.393098873,-0.042152605,1,17,5,4,North-west Antarctic Peninsula,hab3_asm5
330,2579,3,196,0.295551863,-0.107374665,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
331,2655,3,198,-0.571014588,0.106220331,2,2,4,4,North-west Antarctic Peninsula,hab3_asm4
332,2655,3,200,0.147464038,-0.477826297,1,6,5,4,North-west Antarctic Peninsula,hab3_asm5
333,2655,3,196,0.530912794,-0.127092276,1,6;14,5,1,North-west Antarctic Peninsula,hab3_asm5
334,2655,3,199,-0.405040713,0.352734008,1,10,5,6,North-west Antarctic Peninsula,hab3_asm5
335,2679,3,198,-0.445549377,-0.186259336,2,8;15;20,4,6,North-west Antarctic Peninsula,hab3_asm4
336,2679,3,200,0.428885641,-0.134981888,1,11,5,6,North-west Antarctic Peninsula,hab3_asm5
337,2679,3,199,-0.429279989,0.17331299,5,5,4,4,North-west Antarctic Peninsula,hab3_asm4
338,2679,3,196,-0.052522714,0.430206796,1,8;21,5,4,North-west Antarctic Peninsula,hab3_asm5
339,2692,3,199,-0.21419322,0.095248269,2;10,10,NA,6,North-west Antarctic Peninsula,hab3_asmNA
340,2692,3,196,0.267660134,0.018305193,1,11;21,5,5,North-west Antarctic Peninsula,hab3_asm5
341,2692,3,198,-0.296254038,-0.079859477,2,8,4,,North-west Antarctic Peninsula,hab3_asm4
342,2692,3,200,0.229001266,-0.086340199,1,11,5,6,North-west Antarctic Peninsula,hab3_asm5
343,2728,3,196,0.288359542,-0.039524771,1,11,5,5,North-west Antarctic Peninsula,hab3_asm5
344,280,6,199,0.330448944,0.069757944,2,2,7,7,Dronning Maud Land,hab6_asm7
345,3011,3,196,0.315692055,-0.066190461,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
346,3221,3,200,0.30052973,-0.226609666,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
347,3247,3,199,-0.336504514,-0.310915254,6,6,1,1,North-west Antarctic Peninsula,hab3_asm1
348,3247,3,201,-0.356656737,-0.497122882,1,1;2,1,1,North-west Antarctic Peninsula,hab3_asm1
349,3261,3,201,-0.429842107,-0.121190165,1,1;2,1,1,North-west Antarctic Peninsula,hab3_asm1
350,3261,3,199,-0.499663999,0.159542279,5,6,4,1,North-west Antarctic Peninsula,hab3_asm4
351,3614,3,198,-0.152093702,-0.451216094,2,10,4,2,North-west Antarctic Peninsula,hab3_asm4
352,3695,3,198,-0.193107555,-0.233709541,2,2,4,4,North-west Antarctic Peninsula,hab3_asm4
353,3721,3,198,-0.228007537,-0.426374944,2,10,4,2,North-west Antarctic Peninsula,hab3_asm4
354,3767,3,198,0.009905973,0.113910172,2,2,4,4,North-west Antarctic Peninsula,hab3_asm4
355,3767,3,200,0.278128854,-0.206032463,1,24,5,6,North-west Antarctic Peninsula,hab3_asm5
356,3823,3,198,-0.045261778,-0.038965639,2,2,4,4,North-west Antarctic Peninsula,hab3_asm4
357,3888,3,198,-0.248202578,-0.349105477,2,9,4,,North-west Antarctic Peninsula,hab3_asm4
358,3919,3,198,-0.1942242,-0.282885643,2,2,4,4,North-west Antarctic Peninsula,hab3_asm4
359,4002,3,198,-0.082620027,-0.175784023,1;2,21,NA,,North-west Antarctic Peninsula,hab3_asmNA
360,4081,3,201,-0.452854636,0.146726106,NA,NA,NA,,North-west Antarctic Peninsula,hab3_asmNA
361,4081,3,200,-0.036379947,-0.217994445,7,7,1,1,North-west Antarctic Peninsula,hab3_asm1
362,4102,3,200,0.21637485,-0.208093132,1,11,5,6,North-west Antarctic Peninsula,hab3_asm5
363,4138,3,200,0.313383761,-0.06546991,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
364,4138,3,199,-0.185640981,0.106101279,1,17,5,1,North-west Antarctic Peninsula,hab3_asm5
365,4148,3,196,0.307905443,-0.059541103,1,4,5,,North-west Antarctic Peninsula,hab3_asm5
366,4322,8,199,0.265316966,0.001127214,2,2,7,7,Enderby Land,hab8_asm7
367,4496,8,197,0.519305273,-0.013561565,2,2,7,7,Enderby Land,hab8_asm7
368,4570,3,197,0.114496667,-0.294651914,5,5,5,5,North-west Antarctic Peninsula,hab3_asm5
369,4707,3,198,-0.10574871,-0.236926294,7,7,1,1,North-west Antarctic Peninsula,hab3_asm1
370,4707,3,200,0.16147459,-0.108305428,1,9,5,1,North-west Antarctic Peninsula,hab3_asm5
371,4707,3,196,0.135326303,0.362097267,1,5,5,4,North-west Antarctic Peninsula,hab3_asm5
372,4904,3,198,0.298494659,0.096286681,3,3,7,7,North-west Antarctic Peninsula,hab3_asm7
373,4974,3,198,0.219593944,0.100395952,1;3,1;3,NA,5;7,North-west Antarctic Peninsula,hab3_asmNA
374,5020,8,197,0.453842814,0.229674953,2,2,7,7,Prince Charles Mountains,hab8_asm7
375,5075,3,196,-0.370011982,0.446982204,5,5,4,4,North-west Antarctic Peninsula,hab3_asm4
376,5075,3,197,-0.360849115,0.109661485,5,5,5,5,North-west Antarctic Peninsula,hab3_asm5
377,5079,8,198,0.304209348,-0.031555827,3,3,7,7,Prince Charles Mountains,hab8_asm7
378,5158,8,197,0.387708245,0.113658585,2,2,7,7,Prince Charles Mountains,hab8_asm7
379,5158,8,200,-0.396251934,0.025974208,3,3,3,3,Prince Charles Mountains,hab8_asm3
380,5316,3,198,-0.486550975,0.145790414,2,6;16,4,6;8,North-west Antarctic Peninsula,hab3_asm4
381,5316,3,196,0.317908499,-0.064808014,1,19,5,,North-west Antarctic Peninsula,hab3_asm5
382,5316,3,200,0.224342143,-0.10953262,1,9,5,1,North-west Antarctic Peninsula,hab3_asm5
383,5316,3,199,-0.114810981,-0.001952577,3,3,5,5,North-west Antarctic Peninsula,hab3_asm5
384,5325,3,197,0.036407673,-0.073680261,4,4,5,5,North-west Antarctic Peninsula,hab3_asm5
385,5325,3,198,0.302446771,0.144587168,3,6,7,8,North-west Antarctic Peninsula,hab3_asm7
386,5359,3,196,-0.015068835,-0.155959055,1;18,18,5,5,North-west Antarctic Peninsula,hab3_asm5
387,5375,3,200,0.185638501,0.233243021,2,2,7,7,North-west Antarctic Peninsula,hab3_asm7
388,5456,8,197,0.122170447,0.269766182,2,2,7,7,Prince Charles Mountains,hab8_asm7
389,5531,3,200,0.2355186,0.134580698,1,21,5,4,North-west Antarctic Peninsula,hab3_asm5
390,5653,3,200,0.299584829,0.12958524,1,11,5,6,North-west Antarctic Peninsula,hab3_asm5
391,5781,7,197,0.434449759,0.170647563,2,2,7,7,Prince Charles Mountains,hab7_asm7
392,6011,8,199,0.169763119,-0.049920691,2;13,13,7,7,Prince Charles Mountains,hab8_asm7
393,6011,8,198,0.069231434,-0.271848502,3,18,7,7,Prince Charles Mountains,hab8_asm7
394,6011,8,197,0.534825856,0.205829371,2,2,7,7,Prince Charles Mountains,hab8_asm7
395,6064,3,197,-0.07975367,0.115247877,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
396,6147,3,197,-0.085921732,-0.024852253,5,5,5,5,North-west Antarctic Peninsula,hab3_asm5
397,6489,1,200,0.079394279,0.056276033,1,1,5,5,Transantarctic Mountains,hab1_asm5
398,6592,1,200,0.200594669,0.080669856,1,1,5,5,Transantarctic Mountains,hab1_asm5
399,7015,8,196,0.080171585,-0.115924743,1,15,5,7,Central south Antarctic Peninsula,hab8_asm5
400,7015,8,198,0.381184254,0.190454065,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
401,7031,8,198,0.348107783,0.249576396,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
402,7062,3,197,-0.065916612,0.22204194,1;5,5,5,5,North-west Antarctic Peninsula,hab3_asm5
403,7111,8,198,0.345068115,0.283905367,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
404,7455,8,198,0.338769965,0.280587435,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
405,7492,8,198,0.354342182,0.298740577,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
406,7692,8,198,0.386298766,0.259320168,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
407,7838,8,200,0.208895362,0.183459967,1,1,5,5,Central south Antarctic Peninsula,hab8_asm5
408,826,6,196,-0.075513632,-0.111294103,1,1,5,5,Dronning Maud Land,hab6_asm5
409,8357,8,198,0.395712217,0.290766809,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
410,8371,8,198,0.352723442,0.266379796,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
411,846,4,199,-0.043207121,-0.165189438,4,4,3,3,Dronning Maud Land,hab4_asm3
412,846,4,200,0.1941433,0.406312138,2,2,7,7,Dronning Maud Land,hab4_asm7
413,8574,8,199,-0.208684262,-0.103625378,13,13,7,7,Prince Charles Mountains,hab8_asm7
414,8574,8,197,0.402569782,0.383966247,2,2,7,7,Prince Charles Mountains,hab8_asm7
415,8574,8,198,0.16005817,0.056298017,3,5;14,7,1,Prince Charles Mountains,hab8_asm7
416,8605,3,199,0.183909909,0.182306172,2,7,7,5,North-west Antarctic Peninsula,hab3_asm7
417,8605,3,196,0.341109667,0.041765556,1,9,5,3,North-west Antarctic Peninsula,hab3_asm5
418,8826,8,198,0.022776173,0.002702136,5,5;14,1,1,Prince Charles Mountains,hab8_asm1
419,8826,8,197,0.481693594,0.108666279,2,2,7,7,Prince Charles Mountains,hab8_asm7
420,8826,8,200,-0.121656819,-0.067525243,2,2,7,7,Prince Charles Mountains,hab8_asm7
421,9083,8,198,0.269660461,0.203750507,3,3,7,7,Central south Antarctic Peninsula,hab8_asm7
422,910,8,200,0.223607709,0.504460207,2,2,7,7,Dronning Maud Land,hab8_asm7
423,9358,3,200,0.39948644,-0.123180035,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
424,9474,3,196,0.050134096,-0.001286376,1,15,5,7,North-west Antarctic Peninsula,hab3_asm5
425,9474,3,198,-0.507640858,0.327006302,2,2,4,4,North-west Antarctic Peninsula,hab3_asm4
426,9474,3,197,0.251083226,0.125337064,5,11,5,,North-west Antarctic Peninsula,hab3_asm5
427,9474,3,200,0.334980068,-0.194336463,1,24,5,6,North-west Antarctic Peninsula,hab3_asm5
428,9497,4,198,0.297438336,0.25732889,3,3,7,7,Central south Antarctic Peninsula,hab4_asm7
429,952,8,200,-0.205053869,-0.019195865,3,17,3,9,Enderby Land,hab8_asm3
430,953,1,199,-0.138989873,-0.069952863,4,4,3,3,Dronning Maud Land,hab1_asm3
431,9584,3,200,0.412360739,0.005751304,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
432,9584,3,198,-0.513263838,0.380034145,2,2,4,4,North-west Antarctic Peninsula,hab3_asm4
433,9617,3,200,0.27603025,-0.208307858,1,1,5,5,Central south Antarctic Peninsula,hab3_asm5
434,9617,3,198,-0.496423639,0.373911685,2,2,4,4,Central south Antarctic Peninsula,hab3_asm4
435,9637,4,198,0.304488872,0.148446915,3,3,7,7,Central south Antarctic Peninsula,hab4_asm7
436,9676,3,199,-0.098122622,0.220999562,2,2,7,7,North-west Antarctic Peninsula,hab3_asm7
437,9676,3,196,0.011035145,0.141751047,9,9,3,3,North-west Antarctic Peninsula,hab3_asm3
438,9676,3,200,0.391629938,-0.166975618,1,21,5,4,North-west Antarctic Peninsula,hab3_asm5
439,9948,3,196,0.289059875,-0.154279843,1,1,5,5,North-west Antarctic Peninsula,hab3_asm5
440,995,1,199,-0.198627452,-0.125086703,4,4,3,3,Dronning Maud Land,hab1_asm3
441,9966,3,198,-0.497845092,0.368843837,2,2,4,4,North-west Antarctic Peninsula,hab3_asm4
