"","Row.names","dom_habitat","decade","X1","X2","count","percent","grp.count","grp.percent","ACBR_Name","ecogroup"
"244","2655",3,"196",-0.506645608186724,-0.0639331188959338,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"245","2679",3,"200",-0.355323844257918,-0.0880473838531402,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"246","2679",3,"198",-0.393171076295705,0.250941540208662,"1","3","2","3","North-west Antarctic Peninsula","hab3_grp2"
"247","2679",3,"199",-0.556802487465183,-0.0879674354614928,"4","4","3","3","North-west Antarctic Peninsula","hab3_grp3"
"248","2679",3,"196",0.105732214055963,0.360163709728251,"1","6","2","3","North-west Antarctic Peninsula","hab3_grp2"
"249","2692",3,"200",-0.274708171953495,-0.0585778191700326,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"250","2692",3,"198",-0.257315280784943,0.0571347248925696,"1","3","2","3","North-west Antarctic Peninsula","hab3_grp2"
"251","2692",3,"199",-0.253092050449843,-0.0968088793762025,"1;4","2","1;3","3","North-west Antarctic Peninsula","hab3_grp1;3"
"252","2692",3,"196",-0.213948741678114,0.0272319544518961,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"253","2728",3,"196",-0.272475892225994,-0.0157783591829881,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"254","280",6,"199",0.299736334875711,-0.00699700159947451,"1","1","1","1","Dronning Maud Land","hab6_grp1"
"255","3011",3,"196",-0.286358939459,-0.0651864001460763,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"256","3221",3,"200",-0.311240120424895,-0.234021991393109,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"257","3247",3,"201",-0.0314921569814966,0.0450505259107231,"2","2","3","3","North-west Antarctic Peninsula","hab3_grp3"
"258","3261",3,"201",0.00915980080672586,-0.0069265226131159,"2","2","3","3","North-west Antarctic Peninsula","hab3_grp3"
"259","3261",3,"199",-0.611727479153489,-0.0988708949117966,"4","2","3","3","North-west Antarctic Peninsula","hab3_grp3"
"260","3614",3,"198",-0.0734142538360931,0.515364815118292,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"261","3695",3,"198",-0.167716402133075,0.346078953912169,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"262","3721",3,"198",-0.47455525580404,0.177126671826587,"1","3","2","3","North-west Antarctic Peninsula","hab3_grp2"
"263","3767",3,"200",-0.311496695166229,-0.204570822487398,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"264","3803",3,"198",-0.549408996675522,-0.350591685350128,"3","3","3","3","North-west Antarctic Peninsula","hab3_grp3"
"265","3823",3,"198",-0.0601785840655357,0.249800834395215,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"266","3888",3,"198",-0.192612135462482,0.447399688180043,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"267","3919",3,"198",-0.158682239829222,0.432727869946428,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"268","4002",3,"198",-0.0352911844329697,0.225924559380901,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"269","4102",3,"200",-0.220311820488501,-0.22182798621715,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"270","4138",3,"199",-0.237656902125836,-0.00308793251964443,"3","3","2","2","North-west Antarctic Peninsula","hab3_grp2"
"271","4138",3,"200",-0.317241168347346,-0.0438003075445665,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"272","4148",3,"196",-0.300317523170076,-0.0338351720983438,"1","4","2","1","North-west Antarctic Peninsula","hab3_grp2"
"273","4322",8,"199",0.310432774971729,-0.067249705400641,"1","1","1","1","Enderby Land","hab8_grp1"
"274","4496",8,"197",0.561085315948611,-0.108129624246326,"2","5","1","1","Enderby Land","hab8_grp1"
"275","4707",3,"198",-0.015234020124914,0.171218416198923,"2;3","3","1;3","3","North-west Antarctic Peninsula","hab3_grp1;3"
"276","4707",3,"196",-0.0686048904073653,0.361512294414745,"1","6","2","3","North-west Antarctic Peninsula","hab3_grp2"
"277","5020",8,"197",0.547156101910956,0.0088603270058587,"2","5","1","1","Prince Charles Mountains","hab8_grp1"
"278","5075",3,"196",0.450759156559613,0.436321090568053,"6","6","3","3","North-west Antarctic Peninsula","hab3_grp3"
"279","5075",3,"197",-0.341466626095777,0.128634413731642,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"280","5079",8,"198",0.364945947482651,-0.152774345922677,"2","2","1","1","Prince Charles Mountains","hab8_grp1"
"281","5158",8,"197",0.384239766091417,0.215378760557125,"2","5","1","1","Prince Charles Mountains","hab8_grp1"
"282","5316",3,"196",-0.260101390811363,-0.0052232883316168,"1","3","2","1","North-west Antarctic Peninsula","hab3_grp2"
"283","5316",3,"198",-0.502801474816465,-0.0747507954187708,"3","3","3","3","North-west Antarctic Peninsula","hab3_grp3"
"284","5316",3,"199",-0.128331554818183,0.0502188366498374,"3","3","2","2","North-west Antarctic Peninsula","hab3_grp2"
"285","5316",3,"200",-0.230929517651672,-0.0950549321447468,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"286","5375",3,"200",-0.184629304105815,0.257741810568434,"3","3","1","1","North-west Antarctic Peninsula","hab3_grp1"
"287","5531",3,"200",-0.225737146316334,0.263888828540654,"2","3","2","1","North-west Antarctic Peninsula","hab3_grp2"
"288","5653",3,"200",-0.287098820245027,0.230383654908105,"2","3","2","1","North-west Antarctic Peninsula","hab3_grp2"
"289","5781",7,"197",0.515791842152844,0.00422159761168037,"2","2","1","1","Prince Charles Mountains","hab7_grp1"
"290","6011",8,"199",0.26383827516982,0.0229657773343587,"1","1","1","1","Prince Charles Mountains","hab8_grp1"
"291","6011",8,"198",0.203633947766743,0.0915124741874717,"2","2","1","1","Prince Charles Mountains","hab8_grp1"
"292","6011",8,"197",0.568003100389036,0.0246453436140401,"2","5","1","1","Prince Charles Mountains","hab8_grp1"
"293","7015",8,"198",0.348325437903884,-0.168019951569499,"2","4","1","2","Central south Antarctic Peninsula","hab8_grp1"
"294","7031",8,"198",0.322152846784374,-0.212127965083866,"2","2","1","1","Central south Antarctic Peninsula","hab8_grp1"
"295","7111",8,"198",0.260179357573413,-0.202841062207703,"2","2","1","1","Central south Antarctic Peninsula","hab8_grp1"
"296","7455",8,"198",0.288963431106475,-0.246405440822397,"2","4","1","2","Central south Antarctic Peninsula","hab8_grp1"
"297","7692",8,"198",0.342415645225307,-0.217439157219638,"2","2","1","1","Central south Antarctic Peninsula","hab8_grp1"
"298","846",4,"199",0.0929891094119175,0.308578435169553,"1","5","1","1","Dronning Maud Land","hab4_grp1"
"299","8574",8,"197",0.495023766985392,0.148055184791961,"2","5","1","1","Prince Charles Mountains","hab8_grp1"
"300","8574",8,"198",0.259399005092594,-0.160857028490877,"2","5","1","1","Prince Charles Mountains","hab8_grp1"
"301","8605",3,"196",-0.332160738114291,-0.0589586749676407,"1","3","2","1","North-west Antarctic Peninsula","hab3_grp2"
"302","8826",8,"197",0.571343943838186,-0.0686035535548851,"2","2","1","1","Prince Charles Mountains","hab8_grp1"
"303","9083",8,"198",0.228428589613832,-0.17250913638715,"2","2","1","1","Central south Antarctic Peninsula","hab8_grp1"
"304","910",8,"200",-0.141325843088959,0.564303638296094,"3","3","1","1","Dronning Maud Land","hab8_grp1"
"305","9358",3,"200",-0.37776842187621,-0.124421918694373,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"306","9474",3,"198",-0.553071288414309,-0.306656608279839,"3","3","3","3","North-west Antarctic Peninsula","hab3_grp3"
"307","9474",3,"197",0.255317538359265,0.25229666098375,"1","1","2","2","North-west Antarctic Peninsula","hab3_grp2"
"308","9474",3,"200",-0.320783634299686,-0.176393751273816,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"309","9474",3,"196",-0.0651002919681868,0.0121890447475286,"1","5","2","3","North-west Antarctic Peninsula","hab3_grp2"
"310","9497",4,"198",0.242068946664192,-0.167770314832383,"2","2","1","1","Central south Antarctic Peninsula","hab4_grp1"
"311","952",8,"200",0.302599697955574,-0.0623285493872965,"5","5","1","1","Enderby Land","hab8_grp1"
"312","953",1,"199",-0.00324688011142733,-0.0360858384485213,"1","5","1","1","Dronning Maud Land","hab1_grp1"
"313","9584",3,"200",-0.319585232555024,-0.0190108575039053,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"314","9584",3,"198",-0.544658643546808,-0.34397850456788,"3","3","3","3","North-west Antarctic Peninsula","hab3_grp3"
"315","9617",3,"198",-0.527075438133715,-0.341360970051543,"3","3","3","3","Central south Antarctic Peninsula","hab3_grp3"
"316","9617",3,"200",-0.262281296268435,-0.265400219588916,"2","2","2","2","Central south Antarctic Peninsula","hab3_grp2"
"317","9676",3,"200",-0.378193844420802,-0.149430261052769,"2","2","2","2","North-west Antarctic Peninsula","hab3_grp2"
"318","981",8,"197",0.344000574857531,-0.378308562241589,"2","2","1","1","Enderby Land","hab8_grp1"
"319","9948",3,"196",-0.259719117377128,-0.110948979572561,"3","3","1","1","North-west Antarctic Peninsula","hab3_grp1"
"320","9966",3,"198",-0.527838213657888,-0.336493948060184,"3","3","3","3","North-west Antarctic Peninsula","hab3_grp3"
